"id","Postcode","Latitude","Longitude","Easting","Northing","GridRef","District","Ward","DistrictCode","WardCode","Country","CountyCode","Constituency","TypeArea"
155,"AB1 0RL",57.100416,-2.257254,384513,801078,"NJ845010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
156,"AB1 0RN",57.099457,-2.260631,384308,800972,"NJ843009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
157,"AB1 0RP",57.098941,-2.258234,384453,800914,"NJ844009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
158,"AB1 0RQ",57.098529,-2.25729,384510,800868,"NJ845008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
159,"AB1 0RR",57.096009,-2.263907,384108,800589,"NJ841005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
160,"AB1 0RS",57.096413,-2.264191,384091,800634,"NJ840006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
161,"AB1 0RT",57.09723,-2.26418,384092,800725,"NJ840007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
162,"AB1 0RU",57.101965,-2.268208,383850,801253,"NJ838012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
163,"AB1 0RW",57.102089,-2.269134,383794,801267,"NJ837012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
164,"AB1 0RX",57.098302,-2.263181,384153,800844,"NJ841008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
165,"AB1 0RY",57.102512,-2.26846,383835,801314,"NJ838013","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
166,"AB1 0RZ",57.102704,-2.267124,383916,801335,"NJ839013","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
167,"AB1 0SA",57.09756,-2.265717,383999,800762,"NJ839007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
168,"AB1 0SB",57.096966,-2.266142,383973,800696,"NJ839006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
169,"AB1 0SD",57.097963,-2.265951,383985,800807,"NJ839008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
170,"AB1 0SE",57.102152,-2.268936,383806,801274,"NJ838012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
171,"AB1 0SF",57.097834,-2.267452,383894,800793,"NJ838007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
172,"AB1 0SG",57.096767,-2.266933,383925,800674,"NJ839006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
173,"AB1 0SH",57.099305,-2.26469,384062,800956,"NJ840009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
174,"AB1 0SJ",57.098578,-2.264388,384080,800875,"NJ840008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
175,"AB1 0SL",57.098703,-2.264752,384058,800889,"NJ840008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
176,"AB1 0SN",57.099397,-2.263436,384138,800966,"NJ841009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
177,"AB1 0SP",57.099723,-2.262168,384215,801002,"NJ842010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
178,"AB1 0SQ",57.100792,-2.26234,384205,801121,"NJ842011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
179,"AB1 0SR",57.100586,-2.261992,384226,801098,"NJ842010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
180,"AB1 0SS",57.100078,-2.259744,384362,801041,"NJ843010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
181,"AB1 0ST",57.100246,-2.261363,384264,801060,"NJ842010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
182,"AB1 0SU",57.097788,-2.26831,383842,800788,"NJ838007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
183,"AB1 0SX",57.099978,-2.264596,384068,801031,"NJ840010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
184,"AB1 0TA",57.100301,-2.264945,384047,801067,"NJ840010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
185,"AB1 0TB",57.100326,-2.266133,383975,801070,"NJ839010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
186,"AB1 0TD",57.100679,-2.264815,384055,801109,"NJ840011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
187,"AB1 0TJ",57.101055,-2.265049,384041,801151,"NJ840011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
188,"AB1 0TL",57.1009,-2.266286,383966,801134,"NJ839011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
189,"AB1 0TN",57.100636,-2.268017,383861,801105,"NJ838011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
190,"AB1 0TP",57.100914,-2.268102,383856,801136,"NJ838011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
191,"AB1 0TQ",57.10156,-2.268486,383833,801208,"NJ838012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
192,"AB1 0TR",57.101346,-2.267989,383863,801184,"NJ838011","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
193,"AB1 0TS",57.100287,-2.267239,383908,801066,"NJ839010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
194,"AB1 0TT",57.099854,-2.268111,383855,801018,"NJ838010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
195,"AB1 0TX",57.099235,-2.267875,383869,800949,"NJ838009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
196,"AB1 0UA",57.09913,-2.270499,383710,800938,"NJ837009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
197,"AB1 0UB",57.098082,-2.269138,383792,800821,"NJ837008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
198,"AB1 0UD",57.096361,-2.267508,383890,800629,"NJ838006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
199,"AB1 0UE",57.094242,-2.271008,383677,800394,"NJ836003","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
200,"AB1 0UJ",57.095967,-2.267043,383918,800585,"NJ839005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
201,"AB1 0UL",57.096042,-2.269832,383749,800594,"NJ837005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
202,"AB1 0UN",57.097309,-2.269545,383767,800735,"NJ837007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
203,"AB1 0UP",57.097353,-2.269825,383750,800740,"NJ837007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
204,"AB1 0UQ",57.096542,-2.271206,383666,800650,"NJ836006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
205,"AB1 0UR",57.096001,-2.271796,383630,800590,"NJ836005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
206,"AB1 0US",57.095306,-2.269447,383772,800512,"NJ837005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
207,"AB1 0UT",57.097942,-2.271909,383624,800806,"NJ836008","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
208,"AB1 0UX",57.099544,-2.270469,383712,800984,"NJ837009","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
209,"AB1 0WA",57.096171,-2.276633,383337,800610,"NJ833006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
210,"AB1 0WB",57.09595,-2.274684,383455,800585,"NJ834005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
211,"AB1 0WD",57.095608,-2.275242,383421,800547,"NJ834005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
212,"AB1 0WE",57.096812,-2.275037,383434,800681,"NJ834006","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
213,"AB1 0WF",57.09728,-2.274446,383470,800733,"NJ834007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
214,"AB1 0WG",57.097503,-2.275471,383408,800758,"NJ834007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
215,"AB1 0WH",57.097721,-2.274037,383495,800782,"NJ834007","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
216,"AB1 0WN",57.095997,-2.273644,383518,800590,"NJ835005","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
217,"AB1 0XA",57.100418,-2.273149,383550,801082,"NJ835010","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
218,"AB1 0XB",57.102756,-2.27617,383368,801343,"NJ833013","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
219,"AB1 0XD",57.10216,-2.277816,383268,801277,"NJ832012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
220,"AB1 0XE",57.102278,-2.277009,383317,801290,"NJ833012","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
221,"AB1 0XJ",57.103875,-2.269774,383756,801466,"NJ837014","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
222,"AB1 0XL",57.102988,-2.268926,383807,801367,"NJ838013","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
223,"AB1 0XN",57.104168,-2.271229,383668,801499,"NJ836014","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
224,"AB1 0XP",57.103433,-2.270811,383693,801417,"NJ836014","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
225,"AB1 0XQ",57.104493,-2.274764,383454,801536,"NJ834015","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
226,"AB1 0XR",57.103864,-2.274874,383447,801466,"NJ834014","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
227,"AB1 0XU",57.102779,-2.277904,383263,801346,"NJ832013","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
228,"AB1 0YA",57.107727,-2.234935,385868,801887,"NJ858018","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
229,"AB1 0YB",57.107727,-2.234935,385868,801887,"NJ858018","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
230,"AB1 0YD",57.107727,-2.234935,385868,801887,"NJ858018","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
231,"AB1 0YE",57.107727,-2.234935,385868,801887,"NJ858018","Aberdeen City","Lower Deeside"," S12000033","S13002484","Scotland","S99999999","Aberdeen South","Accessible small town"
232,"AB1 1AA",57.147644,-2.093854,394420,806310,"NJ944063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
233,"AB1 1AB",57.148004,-2.092532,394500,806350,"NJ945063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
234,"AB1 1AD",57.148274,-2.091872,394540,806380,"NJ945063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
235,"AB1 1AE",57.148364,-2.091872,394540,806390,"NJ945063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
236,"AB1 1AG",57.149619,-2.09533,394331,806530,"NJ943065","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
237,"AB1 1AH",57.149727,-2.094735,394367,806542,"NJ943065","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
238,"AB1 1AJ",57.148516,-2.092848,394481,806407,"NJ944064","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
239,"AB1 1AP",57.148981,-2.095675,394310,806459,"NJ943064","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
240,"AB1 1AQ",57.148181,-2.096169,394280,806370,"NJ942063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
241,"AB1 1AR",57.148324,-2.097508,394199,806386,"NJ941063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
242,"AB1 1AU",57.147777,-2.0963,394272,806325,"NJ942063","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
243,"AB1 1AW",57.14739,-2.097059,394226,806282,"NJ942062","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
244,"AB1 1AZ",57.149687,-2.100371,394026,806538,"NJ940065","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
245,"AB1 1BA",57.148934,-2.098369,394147,806454,"NJ941064","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
246,"AB1 1BB",57.147255,-2.097108,394223,806267,"NJ942062","Aberdeen City","George St/Harbour"," S12000033","S13002483","Scotland","S99999999","Aberdeen North","Large urban area"
